loss,auc,accuracy,precision,recall,true_negatives,true_positives,false_negatives,false_positives,val_loss,val_auc,val_accuracy,val_precision,val_recall,val_true_negatives,val_true_positives,val_false_negatives,val_false_positives
0.5727216601371765,0.688937783241272,0.0,0.5905148386955261,0.20857776701450348,31319.0,3200.0,12142.0,2219.0,0.5418732166290283,0.7461913228034973,0.0,0.72567218542099,0.1988006830215454,32385.0,3050.0,12292.0,1153.0
0.5110070705413818,0.770346999168396,0.0,0.6804323196411133,0.3898448944091797,30729.0,5981.0,9361.0,2809.0,0.4698674976825714,0.8210427761077881,0.0,0.683577299118042,0.5814105272293091,29409.0,8920.0,6422.0,4129.0
0.4587513208389282,0.8210641145706177,0.0,0.7408950924873352,0.48663800954818726,30927.0,7466.0,7876.0,2611.0,0.4320581257343292,0.8548459410667419,0.0,0.6996847987174988,0.6510233879089355,29251.0,9988.0,5354.0,4287.0
0.42194879055023193,0.8535007834434509,0.0,0.7598400712013245,0.5574240684509277,30835.0,8552.0,6790.0,2703.0,0.373296320438385,0.8910164833068848,0.0,0.8254695534706116,0.5872767567634583,31633.0,9010.0,6332.0,1905.0
0.38008949160575867,0.8846439123153687,0.0,0.7846002578735352,0.6229957342147827,30914.0,9558.0,5784.0,2624.0,0.3388046622276306,0.9149210453033447,0.0,0.8434730172157288,0.6388998031616211,31719.0,9802.0,5540.0,1819.0
